,Opening Time,Valve Coef (dimensionless)
BALL_NPS30_PS_US_2MIN_OPEN,1.444,16000
BALL_NPS30_PS_US_2MIN_OPEN,1.556,22000
BALL_NPS30_PS_US_2MIN_OPEN,1.667,30000
BALL_NPS30_PS_US_2MIN_OPEN,2,184400
BALL_NPS30_PS_US_6MIN_30_70_OPEN,0,0
BALL_NPS30_PS_US_6MIN_30_70_OPEN,2.556,500
BALL_NPS30_PS_US_6MIN_30_70_OPEN,3.407,1000
BALL_NPS30_PS_US_6MIN_30_70_OPEN,4.259,1550
BALL_NPS30_PS_US_6MIN_30_70_OPEN,4.6,1890
BALL_NPS30_PS_US_6MIN_30_70_OPEN,4.667,2400
BALL_NPS30_PS_US_6MIN_30_70_OPEN,4.778,3200
BALL_NPS30_PS_US_6MIN_30_70_OPEN,4.889,4400
BALL_NPS30_PS_US_6MIN_30_70_OPEN,5,5800
BALL_NPS30_PS_US_6MIN_30_70_OPEN,5.111,7700
BALL_NPS30_PS_US_6MIN_30_70_OPEN,5.222,9600
BALL_NPS30_PS_US_6MIN_30_70_OPEN,5.333,13000
BALL_NPS30_PS_US_6MIN_30_70_OPEN,5.444,16000
BALL_NPS30_PS_US_6MIN_30_70_OPEN,5.556,22000
BALL_NPS30_PS_US_6MIN_30_70_OPEN,5.667,30000
BALL_NPS30_PS_US_6MIN_30_70_OPEN,6,184400
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,0,0
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,3.667,500
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,4.4,800
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,4.444,1000
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,4.556,1550
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,4.667,2400
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,4.778,3200
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,4.889,4400
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,5,5800
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,5.111,7700
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,5.222,9600
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,5.333,13000
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,5.444,16000
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,5.556,22000
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,5.667,30000
BALL_NPS30_PS_US_6MIN_FLANGED_OPEN,6,160100
BALL_NPS30_PS_US_9MIN_30_70_OPEN,0,0
BALL_NPS30_PS_US_9MIN_30_70_OPEN,4.222,500
BALL_NPS30_PS_US_9MIN_30_70_OPEN,5.63,1000
BALL_NPS30_PS_US_9MIN_30_70_OPEN,7.037,1550
BALL_NPS30_PS_US_9MIN_30_70_OPEN,7.6,1890
BALL_NPS30_PS_US_9MIN_30_70_OPEN,7.667,2400
BALL_NPS30_PS_US_9MIN_30_70_OPEN,7.778,3200
BALL_NPS30_PS_US_9MIN_30_70_OPEN,7.889,4400
BALL_NPS30_PS_US_9MIN_30_70_OPEN,8,5800
BALL_NPS30_PS_US_9MIN_30_70_OPEN,8.111,7700
BALL_NPS30_PS_US_9MIN_30_70_OPEN,8.222,9600
BALL_NPS30_PS_US_9MIN_30_70_OPEN,8.333,13000
BALL_NPS30_PS_US_9MIN_30_70_OPEN,8.444,16000
BALL_NPS30_PS_US_9MIN_30_70_OPEN,8.556,22000
BALL_NPS30_PS_US_9MIN_30_70_OPEN,8.667,30000
BALL_NPS30_PS_US_9MIN_30_70_OPEN,9,184400
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,0,0
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,6.167,500
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,7.4,800
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,7.444,1000
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,7.556,1550
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,7.667,2400
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,7.778,3200
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,7.889,4400
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,8,5800
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,8.111,7700
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,8.222,9600
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,8.333,13000
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,8.444,16000
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,8.556,22000
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,8.667,30000
BALL_NPS30_PS_US_9MIN_FLANGED_OPEN,9,160100
BALL_NPS30_PS_US_9MIN_OPEN,0,0
BALL_NPS30_PS_US_9MIN_OPEN,6.167,500
BALL_NPS30_PS_US_9MIN_OPEN,7.4,800
BALL_NPS30_PS_US_9MIN_OPEN,7.444,1000
BALL_NPS30_PS_US_9MIN_OPEN,7.556,1550
BALL_NPS30_PS_US_9MIN_OPEN,7.667,2400
BALL_NPS30_PS_US_9MIN_OPEN,7.778,3200
BALL_NPS30_PS_US_9MIN_OPEN,7.889,4400
BALL_NPS30_PS_US_9MIN_OPEN,8,5800
BALL_NPS30_PS_US_9MIN_OPEN,8.111,7700
BALL_NPS30_PS_US_9MIN_OPEN,8.222,9600
BALL_NPS30_PS_US_9MIN_OPEN,8.333,13000
BALL_NPS30_PS_US_9MIN_OPEN,8.444,16000
BALL_NPS30_PS_US_9MIN_OPEN,8.556,22000
BALL_NPS30_PS_US_9MIN_OPEN,8.667,30000
BALL_NPS30_PS_US_9MIN_OPEN,9,184400
BALL_NPS30_PS_US_OPEN,0,0
BALL_NPS30_PS_US_OPEN,3.667,500
BALL_NPS30_PS_US_OPEN,4.4,800
BALL_NPS30_PS_US_OPEN,4.444,1000
BALL_NPS30_PS_US_OPEN,4.556,1550
BALL_NPS30_PS_US_OPEN,4.667,2400
BALL_NPS30_PS_US_OPEN,4.778,3200
BALL_NPS30_PS_US_OPEN,4.889,4400
BALL_NPS30_PS_US_OPEN,5,5800
BALL_NPS30_PS_US_OPEN,5.111,7700
BALL_NPS30_PS_US_OPEN,5.222,9600
BALL_NPS30_PS_US_OPEN,5.333,13000
BALL_NPS30_PS_US_OPEN,5.444,16000
BALL_NPS30_PS_US_OPEN,5.556,22000
BALL_NPS30_PS_US_OPEN,5.667,30000
BALL_NPS30_PS_US_OPEN,6,184400
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,0,0
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,5.451,500
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,7.269,1000
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,9.086,1550
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,9.813,1890
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,9.917,2400
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,10.09,3200
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,10.264,4400
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,10.438,5800
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,10.611,7700
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,10.785,9600
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,10.958,13000
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,11.132,16000
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,11.306,22000
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,11.479,30000
BALL_NPS30_REMOTE_CAN_12MIN_30_70_OPEN,12,184400
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,0,0
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,7.917,500
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,9.5,800
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,9.569,1000
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,9.743,1550
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,9.917,2400
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,10.09,3200
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,10.264,4400
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,10.438,5800
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,10.611,7700
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,10.785,9600
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,10.958,13000
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,11.132,16000
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,11.306,22000
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,11.479,30000
BALL_NPS30_REMOTE_CAN_12MIN_OPEN,12,184400
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,0,0
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,7.118,500
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,9.491,1000
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,11.863,1550
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,12.813,1890
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,12.917,2400
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,13.09,3200
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,13.264,4400
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,13.438,5800
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,13.611,7700
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,13.785,9600
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,13.958,13000
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,14.132,16000
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,14.306,22000
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,14.479,30000
BALL_NPS30_REMOTE_CAN_15MIN_30_70_OPEN,15,184400
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,0,0
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,10.417,500
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,12.5,800
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,12.569,1000
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,12.743,1550
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,12.917,2400
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,13.09,3200
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,13.264,4400
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,13.438,5800
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,13.611,7700
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,13.785,9600
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,13.958,13000
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,14.132,16000
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,14.306,22000
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,14.479,30000
BALL_NPS30_REMOTE_CAN_15MIN_OPEN,15,184400
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,0,0
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,2.118,500
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,2.824,1000
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,3.53,1550
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,3.813,1890
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,3.917,2400
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,4.09,3200
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,4.264,4400
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,4.438,5800
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,4.611,7700
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,4.785,9600
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,4.958,13000
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,5.132,16000
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,5.306,22000
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,5.479,30000
BALL_NPS30_REMOTE_CAN_6MIN_30_70_OPEN,6,184400
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,0,0
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,2.917,500
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,3.5,800
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,3.569,1000
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,3.743,1550
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,3.917,2400
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,4.09,3200
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,4.264,4400
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,4.438,5800
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,4.611,7700
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,4.785,9600
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,4.958,13000
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,5.132,16000
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,5.306,22000
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,5.479,30000
BALL_NPS30_REMOTE_CAN_6MIN_OPEN,6,184400
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,0,0
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,3.785,500
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,5.046,1000
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,6.308,1550
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,6.813,1890
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,6.917,2400
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,7.09,3200
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,7.264,4400
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,7.438,5800
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,7.611,7700
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,7.785,9600
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,7.958,13000
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,8.132,16000
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,8.306,22000
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,8.479,30000
BALL_NPS30_REMOTE_CAN_9MIN_30_70_OPEN,9,184400
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,0,0
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,5.417,500
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,6.5,800
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,6.569,1000
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,6.743,1550
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,6.917,2400
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,7.09,3200
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,7.264,4400
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,7.438,5800
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,7.611,7700
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,7.785,9600
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,7.958,13000
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,8.132,16000
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,8.306,22000
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,8.479,30000
BALL_NPS30_REMOTE_CAN_9MIN_OPEN,9,184400
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,0,0
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,5.889,500
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,7.852,1000
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,9.815,1550
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,10.6,1890
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,10.667,2400
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,10.778,3200
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,10.889,4400
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,11,5800
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,11.111,7700
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,11.222,9600
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,11.333,13000
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,11.444,16000
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,11.556,22000
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,11.667,30000
BALL_NPS30_REMOTE_US_12MIN_30_70_OPEN,12,184400
BALL_NPS30_REMOTE_US_12MIN_OPEN,0,0
BALL_NPS30_REMOTE_US_12MIN_OPEN,8.667,500
BALL_NPS30_REMOTE_US_12MIN_OPEN,10.4,800
BALL_NPS30_REMOTE_US_12MIN_OPEN,10.444,1000
BALL_NPS30_REMOTE_US_12MIN_OPEN,10.556,1550
BALL_NPS30_REMOTE_US_12MIN_OPEN,10.667,2400
BALL_NPS30_REMOTE_US_12MIN_OPEN,10.778,3200
BALL_NPS30_REMOTE_US_12MIN_OPEN,10.889,4400
BALL_NPS30_REMOTE_US_12MIN_OPEN,11,5800
BALL_NPS30_REMOTE_US_12MIN_OPEN,11.111,7700
BALL_NPS30_REMOTE_US_12MIN_OPEN,11.222,9600
BALL_NPS30_REMOTE_US_12MIN_OPEN,11.333,13000
BALL_NPS30_REMOTE_US_12MIN_OPEN,11.444,16000
BALL_NPS30_REMOTE_US_12MIN_OPEN,11.556,22000
BALL_NPS30_REMOTE_US_12MIN_OPEN,11.667,30000
BALL_NPS30_REMOTE_US_12MIN_OPEN,12,184400
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,0,0
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,7.556,500
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,10.074,1000
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,12.593,1550
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,13.6,1890
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,13.667,2400
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,13.778,3200
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,13.889,4400
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,14,5800
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,14.111,7700
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,14.222,9600
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,14.333,13000
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,14.444,16000
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,14.556,22000
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,14.667,30000
BALL_NPS30_REMOTE_US_15MIN_30_70_OPEN,15,184400
BALL_NPS30_REMOTE_US_15MIN_OPEN,0,0
BALL_NPS30_REMOTE_US_15MIN_OPEN,11.167,500
BALL_NPS30_REMOTE_US_15MIN_OPEN,13.4,800
BALL_NPS30_REMOTE_US_15MIN_OPEN,13.444,1000
BALL_NPS30_REMOTE_US_15MIN_OPEN,13.556,1550
BALL_NPS30_REMOTE_US_15MIN_OPEN,13.667,2400
BALL_NPS30_REMOTE_US_15MIN_OPEN,13.778,3200
BALL_NPS30_REMOTE_US_15MIN_OPEN,13.889,4400
BALL_NPS30_REMOTE_US_15MIN_OPEN,14,5800
BALL_NPS30_REMOTE_US_15MIN_OPEN,14.111,7700
BALL_NPS30_REMOTE_US_15MIN_OPEN,14.222,9600
BALL_NPS30_REMOTE_US_15MIN_OPEN,14.333,13000
BALL_NPS30_REMOTE_US_15MIN_OPEN,14.444,16000
BALL_NPS30_REMOTE_US_15MIN_OPEN,14.556,22000
BALL_NPS30_REMOTE_US_15MIN_OPEN,14.667,30000
BALL_NPS30_REMOTE_US_15MIN_OPEN,15,184400
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,0,0
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,2.556,500
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,3.407,1000
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,4.259,1550
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,4.6,1890
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,4.667,2400
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,4.778,3200
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,4.889,4400
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,5,5800
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,5.111,7700
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,5.222,9600
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,5.333,13000
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,5.444,16000
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,5.556,22000
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,5.667,30000
BALL_NPS30_REMOTE_US_6MIN_30_70_OPEN,6,184400
BALL_NPS30_REMOTE_US_6MIN_OPEN,0,0
BALL_NPS30_REMOTE_US_6MIN_OPEN,3.667,500
BALL_NPS30_REMOTE_US_6MIN_OPEN,4.4,800
BALL_NPS30_REMOTE_US_6MIN_OPEN,4.444,1000
BALL_NPS30_REMOTE_US_6MIN_OPEN,4.556,1550
BALL_NPS30_REMOTE_US_6MIN_OPEN,4.667,2400
BALL_NPS30_REMOTE_US_6MIN_OPEN,4.778,3200
BALL_NPS30_REMOTE_US_6MIN_OPEN,4.889,4400
BALL_NPS30_REMOTE_US_6MIN_OPEN,5,5800
BALL_NPS30_REMOTE_US_6MIN_OPEN,5.111,7700
BALL_NPS30_REMOTE_US_6MIN_OPEN,5.222,9600
BALL_NPS30_REMOTE_US_6MIN_OPEN,5.333,13000
BALL_NPS30_REMOTE_US_6MIN_OPEN,5.444,16000
BALL_NPS30_REMOTE_US_6MIN_OPEN,5.556,22000
BALL_NPS30_REMOTE_US_6MIN_OPEN,5.667,30000
BALL_NPS30_REMOTE_US_6MIN_OPEN,6,184400
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,0,0
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,4.222,500
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,5.63,1000
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,7.037,1550
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,7.6,1890
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,7.667,2400
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,7.778,3200
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,7.889,4400
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,8,5800
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,8.111,7700
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,8.222,9600
BALL_NPS30_REMOTE_US_9MIN_30_70_OPEN,8.333,13000
